推: 6,噓: 1,分數: 5,作者: s48692003 (s48692003),標題: [新聞] 影／「在別人的花園裡挖呀挖」 77歲老,時間: Fri Dec 15 22:20:45 2023,6,1
推: 38,噓: 3,分數: 35,作者: HomeTogether (人在歸途),標題: [新聞] 北京列車斷裂515人送醫 102人骨折 事故,時間: Fri Dec 15 21:27:09 2023,38,3
推: 1,噓: 1,分數: 0,作者: qq326 (夢想當個好爺爺),標題: [問卦] 求天堂下雨的影片 1000P幣,時間: Fri Dec 15 20:35:11 2023,1,1
推: 34,噓: 8,分數: 26,作者: EVEA (民主、 LINE 功德),標題: [問卦] cheap道歉 關政府什麼事......?,時間: Fri Dec 15 20:18:23 2023,34,8
推: 35,噓: 0,分數: 35,作者: ralfeistein (無名的ㄈㄓ王),標題: [新聞] 滅絕87年首現身！「會游泳的黃金奇異果」,時間: Fri Dec 15 23:11:43 2023,35,0
推: 3,噓: 3,分數: 0,作者: fox1234 (肥宅叛徒),標題: [問卦] 我有沙發 算什麼水平,時間: Fri Dec 15 22:40:00 2023,3,3
推: 51,噓: 32,分數: 19,作者: emperor (派蘿派蘿得第一),標題: [新聞] 《棒棒堂》阿本公開認了「7月和男友正式,時間: Fri Dec 15 19:46:38 2023,51,32
推: 3,噓: 0,分數: 3,作者: smileboy2016 (Sand Tree Pad),標題: [問卦] 雅芳羊肉爐怎有不同價格？,時間: Sat Dec 16 00:29:02 2023,3,0
推: 3,噓: 0,分數: 3,作者: Kazetachinu (辛普森ㄏㄏ ),標題: [問卦] 為什麼台女不用保家衛國？,時間: Fri Dec 15 22:30:21 2023,3,0
推: 0,噓: 0,分數: 0,作者: jimmy0316 (一吻便顛倒眾生),標題: Re: [問卦] 為何很多人打羽球,時間: Fri Dec 15 20:47:28 2023,0,0
推: 2,噓: 0,分數: 2,作者: BlueBird5566 (賴粉意見領袖),標題: Re: [問卦] Cheap 是不是在扼殺藝術阿？,時間: Fri Dec 15 21:26:19 2023,2,0
推: 2,噓: 0,分數: 2,作者: yun0615ch (阿毛毛),標題: Re: [問卦] 里長赴大陸旅遊,時間: Sat Dec 16 00:39:45 2023,2,0
推: 1,噓: 0,分數: 1,作者: whaskey (whaskey),標題: Re: [問卦] 認真文 身邊很多人都想移民離開台灣,時間: Sat Dec 16 00:31:48 2023,1,0
推: 7,噓: 3,分數: 4,作者: hsu1999a1 (光復香腸),標題: [問卦] 你各位拿學術網路發廢文都不會感到羞恥嗎,時間: Fri Dec 15 22:45:26 2023,7,3
推: 7,噓: 1,分數: 6,作者: iphone15 (哀鳳15),標題: [問卦] 舊金山是怎麼淪落成殭屍城市的？,時間: Fri Dec 15 20:46:55 2023,7,1
推: 5,噓: 0,分數: 5,作者: kerkerson (高處不勝寒),標題: [問卦] CPU溫度破百還不會熱當很扯吧??,時間: Fri Dec 15 19:21:36 2023,5,0
推: 6,噓: 0,分數: 6,作者: d995511 (flcl),標題: [問卦] 什麼叫用腦賺錢？,時間: Fri Dec 15 21:56:07 2023,6,0
推: 3,噓: 2,分數: 1,作者: tigotigo5566 (鐵劍5566),標題: Re: [新聞] 嗆收回《帝王條款》特優獎遭出征　Cheap,時間: Sat Dec 16 00:04:36 2023,3,2
推: 20,噓: 13,分數: 7,作者: pizpizpizpiz (忠孝仁愛信義和平號：號 ),標題: [問卦] 這幾天跟一個南部深綠聊天 有些不解,時間: Sat Dec 16 07:35:40 2023,20,13
推: 3,噓: 1,分數: 2,作者: b19880115 (),標題: [問卦] 居家清潔鐘點費多少算合理?,時間: Fri Dec 15 22:19:32 2023,3,1
推: 4,噓: 0,分數: 4,作者: hushiang (我練功發自真心),標題: [問卦] 鍛刀大賽砍剩的豬豬跟魚魚腫麼辦？,時間: Sat Dec 16 01:55:27 2023,4,0
推: 0,噓: 1,分數: -1,作者: andrew954 (andrew954),標題: [問卦] 幽游白書真人版是薩泰爾娛樂專屬啊？,時間: Fri Dec 15 22:06:40 2023,0,1
推: 3,噓: 7,分數: -4,作者: granttere (xMAN),標題: [問卦] 日本飯店歧視華人如何反制？,時間: Sat Dec 16 03:12:38 2023,3,7
推: 9,噓: 9,分數: 0,作者: analiya (莉雅),標題: Re: [新聞] 中國晶片企業迎來倒閉潮 日均消失30家,時間: Fri Dec 15 23:11:57 2023,9,9
推: 14,噓: 1,分數: 13,作者: pukokimo (人生充滿了BUG),標題: [新聞] 49歲李奧納多有新女伴！又是25歲,時間: Fri Dec 15 21:25:12 2023,14,1
推: 216,噓: 14,分數: 202,作者: CircusWorld (小丑世界),標題: Re: [新聞] 賴清德三天沒現身　蔡英文幫出馬南下助選,時間: Fri Dec 15 21:59:52 2023,216,14
推: 4,噓: 1,分數: 3,作者: s66449 (老實樣),標題: [問卦] 肥宅用魔術變花告白有加分嗎？,時間: Fri Dec 15 19:52:12 2023,4,1
推: 5,噓: 4,分數: 1,作者: howard24 (中信兄弟強攻強攻),標題: [問卦] 幹東堂怎麼一下就斷手啊,時間: Sat Dec 16 00:06:26 2023,5,4
推: 39,噓: 17,分數: 22,作者: JinCheng5566 (金城五洗髮精),標題: [新聞] 「神」比喻！　柯文哲喊：把民眾黨弄像「耶穌會」,時間: Fri Dec 15 23:07:20 2023,39,17
推: 14,噓: 8,分數: 6,作者: stupid0319 (徵女友),標題: [新聞] 中時民調／侯康差距賴蕭3.7％！柯盈續墊,時間: Sat Dec 16 08:54:49 2023,14,8
推: 12,噓: 1,分數: 11,作者: peterlin495 (專業果粉O'_'O),標題: [問卦] 有人也開始躺平了嘛o'_'o??,時間: Fri Dec 15 23:04:19 2023,12,1
推: 8,噓: 0,分數: 8,作者: thouloveme (赫赫),標題: [問卦] 可達鴨如何戰勝傳統媒體打壓,時間: Sat Dec 16 01:07:12 2023,8,0
推: 4,噓: 1,分數: 3,"作者: yzelly (ˋ(′～‵"")ˊ)",標題: [問卦] 你各位年菜訂哪家啊,時間: Fri Dec 15 20:48:07 2023,4,1
推: 8,噓: 1,分數: 7,作者: bache (.........),標題: Re: [問卦] 李多慧在台灣才會紅？,時間: Fri Dec 15 19:54:27 2023,8,1
推: 22,噓: 7,分數: 15,作者: howard24 (中信兄弟強攻強攻),標題: [問卦] Nvidia是不是快倒掉了啊,時間: Fri Dec 15 23:44:49 2023,22,7
推: 9,噓: 0,分數: 9,作者: EQUP (o_o),標題: [問卦] 很多人都希望無牽無掛的生活吧？,時間: Sat Dec 16 00:52:58 2023,9,0
推: 3,噓: 0,分數: 3,作者: z72117211 (渣到脫骨),標題: [問卦] 過敏 和 慢性病是不是會要人命？,時間: Sat Dec 16 03:01:02 2023,3,0
推: 44,噓: 7,分數: 37,作者: wenjia (siting),標題: [問卦] ECFA停掉會有很多人失業嗎？,時間: Fri Dec 15 19:46:13 2023,44,7
推: 10,噓: 3,分數: 7,作者: ahw12000 (體重130KG三高肥宅),標題: [問卦] 刷牙/用牙線流血到底要不要看牙醫啊?,時間: Fri Dec 15 20:39:59 2023,10,3
推: 181,噓: 16,分數: 165,作者: tsengcc (),標題: [新聞] 綠主委譏沒那個屁股還搶凱道 黃國昌反掀,時間: Fri Dec 15 23:56:47 2023,181,16
推: 12,噓: 3,分數: 9,作者: freeunixer (離自相空她相),標題: Re: [問卦] 眼鏡一副1萬5正常？,時間: Sat Dec 16 01:25:12 2023,12,3
推: 5,噓: 1,分數: 4,作者: noah5566 (noah5566),標題: [問卦] 里長赴大陸旅遊,時間: Fri Dec 15 23:13:21 2023,5,1
推: 11,噓: 5,分數: 6,作者: gaiaesque (一起來聽techno八 o'_'o),標題: [問卦] 女森85公斤大家口以嗎 o'_'o,時間: Fri Dec 15 22:38:07 2023,11,5
推: 8,噓: 7,分數: 1,作者: Comebuy (三分鐘熱度),標題: [新聞] 國父紀念館周邊建物限高令 明年1月解禁,時間: Fri Dec 15 22:06:57 2023,8,7
推: 4,噓: 3,分數: 1,作者: gaiaesque (一起來聽techno八 o'_'o),標題: [問卦] 大 o'_'o,時間: Fri Dec 15 21:40:01 2023,4,3
推: 3,噓: 1,分數: 2,作者: toofat (南勢角野郎哥),標題: [問卦] 這樣的想法正常嗎？,時間: Fri Dec 15 20:28:56 2023,3,1
推: 0,噓: 0,分數: 0,作者: kuangjc5566 (匡匡56),標題: [問卦] 就別追問 因果落地生根,時間: Fri Dec 15 22:49:07 2023,0,0
推: 16,噓: 2,分數: 14,作者: kerkerson (高處不勝寒),標題: [問卦] 滷味夾什麼老闆最高興???,時間: Fri Dec 15 23:20:20 2023,16,2
推: 8,噓: 2,分數: 6,作者: nobody0303 (),標題: [問卦] 沒人發現台灣都沒有年輕人去當木工了嗎！,時間: Fri Dec 15 20:40:01 2023,8,2
推: 5,噓: 1,分數: 4,作者: jazzcai (如果有一天),標題: [問卦] 急！請幫忙找一個人！,時間: Sat Dec 16 08:45:01 2023,5,1
推: 1,噓: 1,分數: 0,作者: froginddd (乾橘子),標題: [問卦] 其實畫作凸顯台灣很多違規阿,時間: Sat Dec 16 00:34:20 2023,1,1
推: 4,噓: 1,分數: 3,作者: iLeyaSin365 (365),標題: [問卦] 刺客信條編年史的中文配音,時間: Sat Dec 16 07:15:39 2023,4,1
推: 6,噓: 14,分數: -8,作者: spring719,標題: [問卦] 明天真的會降溫，對吧？=_=+,時間: Fri Dec 15 21:38:27 2023,6,14
推: 5,噓: 2,分數: 3,作者: Axwell (Axwell),標題: [新聞] 簽約內幕曝！道奇打出布萊恩6年前招募影,時間: Sat Dec 16 07:54:35 2023,5,2
推: 16,噓: 66,分數: -50,作者: alex1987 (基努李維),標題: [新聞] 挨轟「撒幣債留子孫」 蔡英文：我花得多,時間: Fri Dec 15 20:56:09 2023,16,66
推: 7,噓: 15,分數: -8,作者: sasaki3630 (♥Gura鯊鯊的老公 ♥),標題: [問卦] 登入2800次，算大學長了吧= =...?!,時間: Sat Dec 16 07:55:06 2023,7,15
推: 30,噓: 17,分數: 13,作者: HANASUCIA (HANASUCIA),標題: [新聞] 600萬國際客 業者嘆沒觀光財  ,時間: Sat Dec 16 01:08:04 2023,30,17
推: 5,噓: 0,分數: 5,作者: yahe0526 (慕村拓哉),標題: [問卦] 禮義廉恥是不是跟交通標語一樣沒什麼用,時間: Fri Dec 15 22:38:21 2023,5,0
